CODIGO,nombre,CATEGORIA,TECNOLOGIA,ESTADO,FECHA_INST,altitud,latitud,longitud,DEPARTAMEN,MUNICIPIO,AREA_OPERA,AREA_HIDRO,ZONA_HIDRO,ENTIDAD,CORRIENTE,FECHA_SUSP,SUBZONA_HI,COMID,new_COMID,watershed,subbasin
52057100,RUMICHACA - AUT [52057100],Limnigrafica,Automatica con Telemetria,Activa,11/15/16,2582,0.814583338,-77.66291667,Narino,Ipiales,Area Operativa 07 - Narino-Putumayo,Pacifico,Patia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guaitara,,Rio Guaitara,139479,9021085,south_america,geoglows
52067010,SALI - AUT [52067010],Limnigrafica,Automatica con Telemetria,En Mantenimiento,11/15/80,80,1.681655643,-77.98730806,Narino,Barbacoas,Area Operativa 07 - Narino-Putumayo,Pacifico,Patia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Telembi,,Rio Telembi,138450,9018797,south_america,geoglows
52067040,SANDE EL [52067040],Limnimetrica,Automatica con Telemetria,Activa,3/1/15,200,1.403733562,-77.76875,Narino,Santa Cruz (Guachaves),Area Operativa 07 - Narino-Putumayo,Pacifico,Patia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Cristal,,Rio Telembi,138711,9019529,south_america,geoglows
52077010,PUENTE PUSMEO - AUT [52077010],Limnigrafica,Automatica con Telemetria,Activa,9/15/65,380,1.622276842,-77.47875001,Narino,Cumbitara,Area Operativa 07 - Narino-Putumayo,Pacifico,Patia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Patia,,Rio Patia Medio,138486,9018858,south_america,geoglows
52077020,LOS NORTES - AUT [52077020],Limnigrafica,Automatica con Telemetria,Activa,9/15/84,340,1.741250002,-77.53113033,Narino,Cumbitara,Area Operativa 07 - Narino-Putumayo,Pacifico,Patia,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Patia,,Rio Patia Medio,138486,9018597,south_america,geoglows
16017010,AGUAS CLARAS  - AUT [16017010],Limnigrafica,Automatica con Telemetria,Activa,6/14/66,70,8.214211602,-72.40476799,Norte de Santander,Cucuta,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Pamplonita,,Rio Pamplonita,131992,9003626,south_america,geoglows
16017020,LA DONJUANA - AUT [16017020],Limnigrafica,Automatica con Telemetria,Activa,8/15/72,730,7.687916667,-72.60541667,Norte de Santander,Chinacota,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Pamplonita,,Rio Pamplonita,132433,9005068,south_america,geoglows
16017030,LA UCHEMA - AUT [16017030],Limnigrafica,Automatica con Telemetria,Suspendida,10/15/81,520,7.694583334,-72.47291667,Norte de Santander,Villa Del Rosario,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Tachira,7/13/18,Rio Pamplonita,132373,9004935,south_america,geoglows
16017040,PASO DE LOS RIOS [16017040],Limnigrafica,Convencional,Suspendida,10/15/83,175,8.029583336,-72.41375001,Norte de Santander,Cucuta,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Pamplonita,12/15/96,Rio Pamplonita,131992,9003971,south_america,geoglows
16017070,OROCUE TAMA [16017070],Limnimetrica,Convencional,Activa,11/15/89,2370,7.479583337,-72.45875001,Norte de Santander,Herran,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Tachira,,Rio Pamplonita,0,9004935,south_america,geoglows
16027010,POMARROSOS LOS [16027010],Limnigrafica,Convencional,Activa,2/15/85,850,7.774154257,-72.82976228,Norte de Santander,Salazar,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Salazar,,Rio Zulia,132130,9004396,south_america,geoglows
16027030,K  0+200 [16027030],Limnimetrica,Convencional,Suspendida,10/15/80,116,8.06666667,-72.58333333,Norte de Santander,Cucuta,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Canal Zulia,9/15/05,Rio Zulia,131917,9003937,south_america,geoglows
16027060,PUERTO LEON - AUT [16027060],Limnigrafica,Automatica con Telemetria,Activa,10/14/72,47,8.352083333,-72.44875,Norte de Santander,Puerto Santander,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Tachira,,Rio Zulia,131755,9003589,south_america,geoglows
16027070,PAJARITO [16027070],Limnigrafica,Convencional,Suspendida,11/15/59,150,8.014623848,-72.61019246,Norte de Santander,El Zulia,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Zulia,9/15/92,Rio Zulia,131918,9003977,south_america,geoglows
16027100,CORNEJO [16027100],Limnigrafica,Convencional,Activa,3/15/69,270,7.909583334,-72.63041667,Norte de Santander,San Cayetano (Norte de Santander),Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Peralonso,,Rio Zulia,132096,9004228,south_america,geoglows
16027110,TAPONERA LA [16027110],Limnimetrica,Convencional,Suspendida,5/15/73,300,7.914623349,-72.64352579,Norte de Santander,San Cayetano (Norte de Santander),Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Peralonso,1/15/89,Rio Zulia,132096,9004228,south_america,geoglows
16027120,SAN JAVIER/PUENTE ZULIA - AUT [16027120],Limnigrafica,Automatica con Telemetria,Activa,7/14/58,270,7.833126244,-72.66104043,Norte de Santander,Durania,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Zulia,,Rio Zulia,132125,9004324,south_america,geoglows
16027140,ZUMALLERO ALTO [16027140],Limnimetrica,Convencional,Suspendida,10/15/80,116,8.06666667,-72.58333333,Norte de Santander,Cucuta,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Canal Zumallero,9/15/05,Rio Zulia,131917,9003937,south_america,geoglows
16027280,ASTILLEROS - AUT [16027280],Limnigrafica,Automatica con Telemetria,Activa,9/14/92,140,8.10375,-72.57541667,Norte de Santander,Cucuta,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Zulia,,Rio Zulia,131917,9003937,south_america,geoglows
16027300,PUENTE CAPIRA - AUT [16027300],Limnigrafica,Automatica con Telemetria,Activa,11/15/04,1320,7.535175361,-72.78057856,Norte de Santander,Cucutilla,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Zulia,,Rio Zulia,132493,9005222,south_america,geoglows
16037010,CAMPO TRES [16037010],Limnigrafica,Convencional,Activa,8/15/72,50,8.517247523,-72.69458334,Norte de Santander,Tibu,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Nuevo Presidente,,"Rio Nuevo Presidente - Tres Bocas (Sardinata, Tibu)",131631,9003314,south_america,geoglows
16037020,CAMPO DOS [16037020],Limnigrafica,Convencional,Activa,8/15/72,50,8.48903601,-72.63726441,Norte de Santander,Tibu,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Sardinata,,"Rio Nuevo Presidente - Tres Bocas (Sardinata, Tibu)",131645,9003356,south_america,geoglows
16037030,PUENTE SARDINATA - AUT [16037030],Limnigrafica,Automatica con Telemetria,Activa,3/14/73,245,8.103750005,-72.79472149,Norte de Santander,Sardinata,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Sardinata,,"Rio Nuevo Presidente - Tres Bocas (Sardinata, Tibu)",131857,9003933,south_america,geoglows
16037040,CAMPO SEIS [16037040],Limnimetrica,Convencional,Activa,4/15/73,70,8.60125,-72.80791667,Norte de Santander,Tibu,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Tibu,,"Rio Nuevo Presidente - Tres Bocas (Sardinata, Tibu)",131567,9003159,south_america,geoglows
16037050,PUENTE SAN MIGUEL [16037050],Limnigrafica,Convencional,Activa,9/15/83,75,8.368331064,-72.58958335,Norte de Santander,Cucuta,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,San Miguel,,"Rio Nuevo Presidente - Tres Bocas (Sardinata, Tibu)",131768,9003463,south_america,geoglows
16037060,TAMBORES [16037060],Limnigrafica,Convencional,Suspendida,9/15/83,80,8.358750003,-72.75208334,Norte de Santander,Tibu,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Sardinata,3/15/87,"Rio Nuevo Presidente - Tres Bocas (Sardinata, Tibu)",131711,9003434,south_america,geoglows
16047010,PUENTE ABREGO - AUT [16047010],Limnigrafica,Automatica con Telemetria,Activa,10/14/71,1430,8.042250707,-73.09198584,Norte de Santander,Ábrego,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Tarra,,Rio Tarra,131997,9004198,south_america,geoglows
16047020,PUENTE TARRA [16047020],Limnimetrica,Convencional,Suspendida,11/15/71,140,8.586571261,-73.09130357,Norte de Santander,El Tarra,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Tarra,6/18/14,Rio Tarra,131656,9003387,south_america,geoglows
16047030,CINCHO EL [16047030],Limnigrafica,Convencional,Suspendida,8/15/80,190,8.23129161,-73.06019246,Norte de Santander,Ábrego,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Tarra,12/3/04,Rio Tarra,131997,9004198,south_america,geoglows
1605700152,PALO GRANDE - AUT   [1605700152],Limnigrafica,Automatica con Telemetria,Activa,12/14/17,1087,8.288719687,-73.31469246,Norte de Santander,Ocana,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Algodonal,,Rio Algodonal (Alto Catatumbo),131860,9003734,south_america,geoglows
16057030,LA CABANA - AUT [16057030],Limnigrafica,Automatica con Telemetria,Activa,10/14/71,1220,8.19875,-73.31791667,Norte de Santander,Ocana,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Algodonal,,Rio Algodonal (Alto Catatumbo),131860,9003734,south_america,geoglows
16057040,QUINCE LETRAS - AUT [16057040],Limnigrafica,Automatica con Telemetria,Activa,11/14/71,360,8.540416667,-73.24291667,Norte de Santander,Teorama,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Catatumbo,,Rio Algodonal (Alto Catatumbo),131587,9003205,south_america,geoglows
16057050,SOLEDAD LA [16057050],Limnimetrica,Convencional,Suspendida,6/15/75,1460,8.047957346,-73.22685913,Norte de Santander,Ábrego,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Quebrada La Soledad,4/15/02,Rio Algodonal (Alto Catatumbo),0,9003905,south_america,geoglows
16057080,PUENTE CAPIRA [16057080],Limnigrafica,Convencional,Suspendida,11/15/04,1320,7.497954667,-72.77685913,Norte de Santander,Cucutilla,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Zulasquilla,5/23/08,Rio Zulia,132493,9005222,south_america,geoglows
16067010,PUERTO BARCO-GABARRA - AUT [16067010],Limnigrafica,Automatica con Telemetria,Activa,8/14/69,19,9.004583333,-72.89791667,Norte de Santander,Tibu,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Catatumbo,,Bajo Catatumbo,131271,9002558,south_america,geoglows
16067020,CABLE EL [16067020],Limnigrafica,Convencional,Suspendida,8/15/76,110,8.674349516,-72.95991468,Norte de Santander,El Tarra,Area Operativa 08 - Santanderes-Arauca,Caribe,Catatumbo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Catatumbo,4/20/01,Bajo Catatumbo,131470,9002966,south_america,geoglows
37017040,PUENTE LOPEZ - AUT [37017040],Limnigrafica,Automatica con Telemetria,Activa,11/14/72,1862,7.201794296,-72.64562713,Norte de Santander,Chitaga,Area Operativa 08 - Santanderes-Arauca,Orinoco,Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Chitaga,,Rio Chitaga,132647,9005444,south_america,geoglows
37017050,VENAGA [37017050],Limnimetrica,Convencional,Suspendida,12/15/72,1111,7.227479333,-72.44541667,Norte de Santander,Labateca,Area Operativa 08 - Santanderes-Arauca,Orinoco,Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Chitaga,7/13/18,Rio Chitaga,132624,9005394,south_america,geoglows
37027010,PENA DE LOS MICOS - AUT [37027010],Limnigrafica,Automatica con Telemetria,Activa,10/14/72,870,7.197083333,-72.42458333,Norte de Santander,Toledo (Norte de Santander),Area Operativa 08 - Santanderes-Arauca,Orinoco,Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Margua,,Rio Margua,132760,9005460,south_america,geoglows
37027020,PUENTE HERNANDEZ [37027020],Limnimetrica,Convencional,Suspendida,2/15/81,1100,7.247953512,-72.59352579,Norte de Santander,Toledo (Norte de Santander),Area Operativa 08 - Santanderes-Arauca,Orinoco,Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Margua,4/15/86,Rio Chitaga,132647,9005343,south_america,geoglows
37037020,ROTAMBRIA [37037020],Limnigrafica,Convencional,Suspendida,9/15/80,650,7.006250004,-72.28291667,Norte de Santander,Toledo (Norte de Santander),Area Operativa 08 - Santanderes-Arauca,Orinoco,Arauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Cobugon,3/15/93,Rio Cobugon - Rio Cobaria,132825,9005838,south_america,geoglows
44017010,PIEDRA LISA [44017010],Limnigrafica,Convencional,Suspendida,10/15/77,1200,1.197937475,-76.64352579,Putumayo,Mocoa,Area Operativa 07 - Narino-Putumayo,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Mocoa,8/15/89,Alto Caqueta,139211,9020276,south_america,geoglows
44017110,ANDAQUI  - AUT [44017110],Limnigrafica,Automatica con Telemetria,Activa,4/14/83,460,1.05125,-76.54791667,Putumayo,Mocoa,Area Operativa 07 - Narino-Putumayo,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Caqueta,,Alto Caqueta,139187,9020442,south_america,geoglows
44017120,PIEDRA LISA II  - AUT [44017120],Limnigrafica,Automatica con Telemetria,Activa,7/14/97,723,1.213750001,-76.66103382,Putumayo,Mocoa,Area Operativa 07 - Narino-Putumayo,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Mocoa,,Alto Caqueta,139211,9020276,south_america,geoglows
44017130,YUNGUILLO [44017130],Limnigrafica,Convencional,Suspendida,7/15/97,631,1.401860101,-76.59602677,Putumayo,Mocoa,Area Operativa 07 - Narino-Putumayo,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Caqueta,9/15/05,Alto Caqueta,138740,9019437,south_america,geoglows
44017150,CASCABEL [44017150],Limnimetrica,Convencional,Suspendida,7/15/97,701,1.449326574,-76.65519246,Putumayo,Mocoa,Area Operativa 07 - Narino-Putumayo,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Cascabel,8/11/10,Alto Caqueta,138641,9019248,south_america,geoglows
44117010,TAGUA LA [44117010],Limnigrafica,Convencional,Activa,4/15/84,153,-0.058594823,-74.67755764,Putumayo,Puerto Leguizamo,Area Operativa 04 - Huila-Caqueta,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Caqueta,,Rio Caqueta Medio,140704,9023711,south_america,geoglows
44127020,UMANCIA [44127020],Limnimetrica,Convencional,Activa,4/15/84,148,-0.202062964,-74.30019246,Putumayo,Puerto Leguizamo,Area Operativa 04 - Huila-Caqueta,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Caqueta,,Rio Caqueta Medio,0,9024215,south_america,geoglows
44137020,GUAQUIRA [44137020],Limnimetrica,Convencional,Suspendida,4/15/84,145,-0.333103609,-74.01356306,Putumayo,Puerto Leguizamo,Area Operativa 04 - Huila-Caqueta,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Caqueta,10/20/10,Rio Caqueta Medio,141047,9024576,south_america,geoglows
47017010,MUELLE EL [47017010],Limnimetrica,Convencional,Activa,5/15/88,200,0.471575983,-76.49144246,Putumayo,Puerto Asis,Area Operativa 07 - Narino-Putumayo,Amazonas,Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Putumayo,,Alto Rio Putumayo,139923,9022115,south_america,geoglows
47017070,EL EDEN - AUT [47017070],Limnigrafica,Automatica con Telemetria,Activa,2/14/70,1450,1.094184997,-76.96144587,Putumayo,Santiago (Putumayo),Area Operativa 07 - Narino-Putumayo,Amazonas,Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Putumayo,,Alto Rio Putumayo,139481,9020413,south_america,geoglows
47017080,BALSAYACO-LA MARIA [47017080],Limnimetrica,Convencional,Suspendida,12/15/55,265,1.115191926,-76.97730809,Putumayo,Santiago (Putumayo),Area Operativa 07 - Narino-Putumayo,Amazonas,Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Putumayo,2/15/02,Alto Rio Putumayo,139063,9020194,south_america,geoglows
47017100,CANAL B [47017100],Limnimetrica,Convencional,Activa,2/15/77,265,1.114326303,-76.98908135,Putumayo,Santiago (Putumayo),Area Operativa 07 - Narino-Putumayo,Amazonas,Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Quinchoa,,Alto Rio Putumayo,139481,9020413,south_america,geoglows
47017150,JOYA LA [47017150],Limnigrafica,Convencional,Activa,6/15/81,350,0.798343062,-76.59309075,Putumayo,Villagarzon,Area Operativa 07 - Narino-Putumayo,Amazonas,Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guineo,,Alto Rio Putumayo,139482,9021095,south_america,geoglows
47017160,PUENTE TEXAS [47017160],Limnigrafica,Automatica sin Telemetria,Activa,6/15/81,250,0.582083333,-76.57708333,Putumayo,Puerto Asis,Area Operativa 07 - Narino-Putumayo,Amazonas,Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Putumayo,,Alto Rio Putumayo,139792,9021824,south_america,geoglows
47017170,PICUDO EL [47017170],Limnigrafica,Convencional,Activa,9/15/84,360,0.48875,-76.83541667,Putumayo,Orito,Area Operativa 07 - Narino-Putumayo,Amazonas,Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Guamues,,Alto Rio Putumayo,139895,9022061,south_america,geoglows
47017190,BELLAVISTA [47017190],Limnimetrica,Convencional,Activa,8/17/07,185,-0.38853017,-74.57896983,Putumayo,Puerto Leguizamo,Area Operativa 07 - Narino-Putumayo,Amazonas,Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Putumayo,,Rio Putumayo Directos (mi),141092,9024820,south_america,geoglows
47017200,NARANJOS LOS [47017200],Limnimetrica,Convencional,Activa,8/14/07,245,0.382083334,-76.39625,Putumayo,Puerto Asis,Area Operativa 07 - Narino-Putumayo,Amazonas,Putumayo,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Putumayo,,Alto Rio Putumayo,139991,9022275,south_america,geoglows
47047050,PUERTO LEGUIZAMO [47047050],Limnigrafica,Convencional,Activa,5/15/86,147,-0.200416661,-74.79068452,Putumayo,Puerto Leguizamo,Area Operativa 07 - Narino-Putumayo,Amazonas,Caqueta,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Putumayo,,Rio Caqueta Medio,140835,9024246,south_america,geoglows
26127030,BARRAGAN [26127030],Limnimetrica,Convencional,Activa,2/15/99,113,4.337276678,-75.79208334,Quindio,Pijao,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Barragan,,Rio La Vieja,135340,9011653,south_america,geoglows
26127150,PIJAO [26127150],Limnimetrica,Convencional,Activa,2/15/99,1679,4.331859589,-75.71316468,Quindio,Pijao,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Lejos,,Rio La Vieja,0,9011704,south_america,geoglows
26127040,CARTAGO [26127040],Limnigrafica,Automatica con Telemetria,Activa,1/15/45,937,4.757087806,-75.9004122,Risaralda,Pereira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,La Vieja,,Rio La Vieja,134824,9010517,south_america,geoglows
26127090,SUCRE [26127090],Limnimetrica,Convencional,Activa,5/15/78,1239,4.708777319,-75.7678869,Risaralda,Pereira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Barbas,,Rio La Vieja,0,9010651,south_america,geoglows
26127100,ARABIA [26127100],Limnimetrica,Convencional,Activa,5/15/78,1401,4.712916671,-75.74737083,Risaralda,Pereira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Barbas,,Rio La Vieja,0,9010651,south_america,geoglows
26127140,VESUBIO EL [26127140],Limnimetrica,Convencional,Suspendida,9/14/84,942,4.772110847,-75.87108135,Risaralda,Pereira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,La Vieja,6/14/19,Rio La Vieja,134824,9010517,south_america,geoglows
26137110,BANANERA LA 6-909 [26137110],Limnigrafica,Convencional,Activa,11/15/63,1589,4.77375,-75.63375,Risaralda,Pereira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Otun,,Rio Otun y otros directos al Cauca,134913,9010683,south_america,geoglows
26137120,REINA LA [26137120],Limnigrafica,Convencional,Suspendida,6/15/71,1630,4.864611127,-75.62685913,Risaralda,Santa Rosa De Cabal,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,San Eugenio,3/15/96,Rio Otun y otros directos al Cauca,0,9010297,south_america,geoglows
26137140,FLORIDA LA [26137140],Limnimetrica,Convencional,Suspendida,4/15/78,1595,4.765445969,-75.62294597,Risaralda,Pereira,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Otun,6/15/82,Rio Otun y otros directos al Cauca,134913,9010683,south_america,geoglows
26137180,PLAYA RICA [26137180],Limnimetrica,Convencional,Activa,10/15/93,1726,4.754749685,-75.60760913,Risaralda,Santa Rosa De Cabal,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,San Juan,,Rio Otun y otros directos al Cauca,134913,9010683,south_america,geoglows
26137190,BUENOS AIRES [26137190],Limnimetrica,Convencional,Suspendida,10/15/93,1920,4.73333333,-75.58333333,Risaralda,Santa Rosa De Cabal,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Barbo,2/15/02,Rio Otun y otros directos al Cauca,134913,9010683,south_america,geoglows
26137200,BUENOS AIRES [26137200],Limnimetrica,Convencional,Suspendida,10/15/93,1920,4.73333333,-75.58333333,Risaralda,Santa Rosa De Cabal,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Barbo,4/15/02,Rio Otun y otros directos al Cauca,134913,9010683,south_america,geoglows
26137220,EL RETEN - AUT [26137220],Limnigrafica,Automatica con Telemetria,Activa,11/15/93,188,4.742083338,-75.59541667,Risaralda,Santa Rosa De Cabal,Area Operativa 09 - Cauca-Valle-Caldas,Magdalena Cauca,Cauca,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Otun,,Rio La Vieja,134913,9010683,south_america,geoglows
